id,fips,statecode,state,county,jail,provider_name_2008,provider_type_2008,treated_2008,deaths_2008,adp_2008,mortality_rate_2008,suicide_deaths_2008,overdose_deaths_2008,illness_deaths_2008,illness_suicide_overdose_rate_2008,other_deaths_2008,homicide_deaths_2008,accident_deaths_2008,provider_name_2009,provider_type_2009,treated_2009,deaths_2009,adp_2009,mortality_rate_2009,suicide_deaths_2009,overdose_deaths_2009,illness_deaths_2009,illness_suicide_overdose_rate_2009,other_deaths_2009,homicide_deaths_2009,accident_deaths_2009,provider_name_2010,provider_type_2010,treated_2010,deaths_2010,adp_2010,mortality_rate_2010,suicide_deaths_2010,overdose_deaths_2010,illness_deaths_2010,illness_suicide_overdose_rate_2010,other_deaths_2010,homicide_deaths_2010,accident_deaths_2010,provider_name_2011,provider_type_2011,treated_2011,deaths_2011,adp_2011,mortality_rate_2011,suicide_deaths_2011,overdose_deaths_2011,illness_deaths_2011,illness_suicide_overdose_rate_2011,other_deaths_2011,homicide_deaths_2011,accident_deaths_2011,provider_name_2012,provider_type_2012,treated_2012,deaths_2012,adp_2012,mortality_rate_2012,suicide_deaths_2012,overdose_deaths_2012,illness_deaths_2012,illness_suicide_overdose_rate_2012,other_deaths_2012,homicide_deaths_2012,accident_deaths_2012,provider_name_2013,provider_type_2013,treated_2013,deaths_2013,adp_2013,mortality_rate_2013,suicide_deaths_2013,overdose_deaths_2013,illness_deaths_2013,illness_suicide_overdose_rate_2013,other_deaths_2013,homicide_deaths_2013,accident_deaths_2013,provider_name_2014,provider_type_2014,treated_2014,deaths_2014,adp_2014,mortality_rate_2014,suicide_deaths_2014,overdose_deaths_2014,illness_deaths_2014,illness_suicide_overdose_rate_2014,other_deaths_2014,homicide_deaths_2014,accident_deaths_2014,provider_name_2015,provider_type_2015,treated_2015,deaths_2015,adp_2015,mortality_rate_2015,suicide_deaths_2015,overdose_deaths_2015,illness_deaths_2015,illness_suicide_overdose_rate_2015,other_deaths_2015,homicide_deaths_2015,accident_deaths_2015,provider_name_2016,provider_type_2016,treated_2016,deaths_2016,adp_2016,mortality_rate_2016,suicide_deaths_2016,overdose_deaths_2016,illness_deaths_2016,illness_suicide_overdose_rate_2016,other_deaths_2016,homicide_deaths_2016,accident_deaths_2016,provider_name_2017,provider_type_2017,treated_2017,deaths_2017,adp_2017,mortality_rate_2017,suicide_deaths_2017,overdose_deaths_2017,illness_deaths_2017,illness_suicide_overdose_rate_2017,other_deaths_2017,homicide_deaths_2017,accident_deaths_2017,provider_name_2018,provider_type_2018,treated_2018,deaths_2018,adp_2018,mortality_rate_2018,suicide_deaths_2018,overdose_deaths_2018,illness_deaths_2018,illness_suicide_overdose_rate_2018,other_deaths_2018,homicide_deaths_2018,accident_deaths_2018,provider_name_2019,provider_type_2019,treated_2019,deaths_2019,adp_2019,mortality_rate_2019,suicide_deaths_2019,overdose_deaths_2019,illness_deaths_2019,illness_suicide_overdose_rate_2019,other_deaths_2019,homicide_deaths_2019,accident_deaths_2019
207,25017,MA,Massachusetts,Middlesex,Middlesex County Jail & House of Corr.,public,public,0,2,1468,1.36239782016349,0,0,2,1.36239782016349,0,0,0,public,public,0,2,1416,1.41242937853107,0,0,2,1.41242937853107,0,0,0,public,public,0,2,1446,1.38312586445367,0,0,2,1.38312586445367,0,0,0,public,public,0,4,1427,2.8030833917309,0,0,4,2.8030833917309,0,0,0,public,public,0,6,1427,4.20462508759636,0,0,6,4.20462508759636,0,0,0,public,public,0,2,1411,1.41743444365698,1,0,1,1.41743444365698,0,0,0,public,public,0,3,1446,2.0746887966805,1,1,1,2.0746887966805,0,0,0,public,public,0,0,1286,0,0,0,0,0,0,0,0,public,public,0,2,1189,1.68208578637511,0,0,2,1.68208578637511,0,0,0,public,public,0,3,1053,2.84900284900285,2,0,1,2.84900284900285,0,0,0,public,public,0,3,886,3.38600451467269,1,0,2,3.38600451467269,0,0,0,public,public,0,0,813.77,0,0,0,0,0,0,0,0
208,25021,MA,Massachusetts,Norfolk,Norfolk County Jail and House of Corrections,public,public,0,0,725,0,0,0,0,0,0,0,0,public,public,0,0,677,0,0,0,0,0,0,0,0,public,public,0,3,667,4.49775112443778,0,0,3,4.49775112443778,0,0,0,public,public,0,2,677,2.95420974889217,1,0,1,2.95420974889217,0,0,0,public,public,0,0,691,0,0,0,0,0,0,0,0,public,public,0,1,620,1.61290322580645,0,0,1,1.61290322580645,0,0,0,public,public,0,1,573,1.74520069808028,0,1,0,1.74520069808028,0,0,0,public,public,0,0,469,0,0,0,0,0,0,0,0,public,public,0,0,515,0,0,0,0,0,0,0,0,public,public,0,0,486,0,0,0,0,0,0,0,0,public,public,0,0,456,0,0,0,0,0,0,0,0,public,public,0,0,494.27,0,0,0,0,0,0,0,0
209,25023,MA,Massachusetts,Plymouth,Plymouth County House of Corrections & Jail,Correctional Psychiatric Services,private,1,1,1570,0.636942675159236,0,0,1,0.636942675159236,0,0,0,Correctional Psychiatric Services,private,1,2,1343,1.48920327624721,2,0,0,1.48920327624721,0,0,0,Correctional Psychiatric Services,private,1,2,1466,1.36425648021828,0,0,2,1.36425648021828,0,0,0,Correctional Psychiatric Services,private,1,0,1450,0,0,0,0,0,0,0,0,Correctional Psychiatric Services,private,1,1,1331,0.751314800901578,1,0,0,0.751314800901578,0,0,0,Correctional Psychiatric Services,private,1,1,1258,0.794912559618442,1,0,0,0.794912559618442,0,0,0,Correctional Psychiatric Services,private,1,3,1154,2.59965337954939,2,0,1,2.59965337954939,0,0,0,Correctional Psychiatric Services,private,1,0,1049,0,0,0,0,0,0,0,0,Correctional Psychiatric Services,private,1,0,1100,0,0,0,0,0,0,0,0,Correctional Psychiatric Services,private,1,1,1051,0.951474785918173,1,0,0,0.951474785918173,0,0,0,Correctional Psychiatric Services,private,1,1,996,1.00401606425703,0,0,1,1.00401606425703,0,0,0,Correctional Psychiatric Services,private,1,1,1057.41,0.94570696324037,0,0,1,0.94570696324037,0,0,0
210,25025,MA,Massachusetts,Suffolk,Suffolk County Nashua Street Jail (NSJ),public,public,0,0,722,0,0,0,0,0,0,0,0,public,public,0,2,716,2.79329608938548,2,0,0,2.79329608938548,0,0,0,public/Correctional Psychiatric Services,private,1,3,728,4.12087912087912,1,0,2,4.12087912087912,0,0,0,Correctional Psychiatric Services,private,1,0,718,0,0,0,0,0,0,0,0,Correctional Psychiatric Services,private,1,2,697,2.86944045911047,2,0,0,2.86944045911047,0,0,0,Correctional Psychiatric Services,private,1,0,666,0,0,0,0,0,0,0,0,Correctional Psychiatric Services,private,1,2,622,3.21543408360129,0,0,2,3.21543408360129,0,0,0,Correctional Psychiatric Services,private,1,2,606,3.3003300330033,1,0,1,3.3003300330033,0,0,0,"Correctional Psychiatric Services/NaphCare, Inc.",private,1,1,666,1.5015015015015,1,0,0,1.5015015015015,0,0,0,"NaphCare, Inc.",private,1,2,670,2.98507462686567,0,0,1,1.49253731343284,0,0,1,"NaphCare, Inc.",private,1,2,607,3.29489291598023,1,0,1,3.29489291598023,0,0,0,"NaphCare, Inc.",private,1,2,557,3.59066427289048,,1,,1.79533213644524,,,
211,25025,MA,Massachusetts,Suffolk,Suffolk County South Bay House of Corrections (HOC),public,public,0,0,1749,0,0,0,0,0,0,0,0,public,public,0,2,1683,1.1883541295306,1,0,1,1.1883541295306,0,0,0,public/Correctional Psychiatric Services,private,1,0,1455,0,0,0,0,0,0,0,0,Correctional Psychiatric Services,private,1,0,1404,0,0,0,0,0,0,0,0,Correctional Psychiatric Services,private,1,4,1364,2.93255131964809,0,0,3,2.19941348973607,0,1,0,Correctional Psychiatric Services,private,1,1,1139,0.877963125548727,0,0,1,0.877963125548727,0,0,0,Correctional Psychiatric Services,private,1,4,1025,3.90243902439024,1,0,1,1.95121951219512,0,0,2,Correctional Psychiatric Services,private,1,1,866,1.15473441108545,,,,0,,,,"Correctional Psychiatric Services/NaphCare, Inc.",private,1,1,973,1.02774922918808,1,0,0,1.02774922918808,0,0,0,"NaphCare, Inc.",private,1,2,1030,1.94174757281553,,,,0,2,,,"NaphCare, Inc.",private,1,0,905,0,0,0,0,0,0,0,0,"NaphCare, Inc.",private,1,0,854,0,0,0,0,0,0,0,0
212,25027,MA,Massachusetts,Worcester,Worcester County Jail & House of Corrections,"NaphCare, Inc.",private,1,4,1564,2.55754475703325,2,0,2,2.55754475703325,0,0,0,"NaphCare, Inc.",private,1,3,1418,2.11565585331453,0,0,3,2.11565585331453,0,0,0,"NaphCare, Inc.",private,1,1,1379,0.725163161711385,0,1,0,0.725163161711385,0,0,0,"NaphCare, Inc.",private,1,0,1380,0,0,0,0,0,0,0,0,"NaphCare, Inc.",private,1,2,1368,1.46198830409357,0,0,2,1.46198830409357,0,0,0,"NaphCare, Inc.",private,1,5,1109,4.50856627592426,4,0,1,4.50856627592426,0,0,0,"NaphCare, Inc.",private,1,3,1103,2.71985494106981,,,2,1.81323662737987,,,,"NaphCare, Inc./Wellpath",private,1,3,1078,2.78293135435993,1,0,2,2.78293135435993,0,0,0,Wellpath,private,1,2,1095,1.82648401826484,1,0,1,1.82648401826484,0,0,0,Wellpath,private,1,2,1060,1.88679245283019,1,0,1,1.88679245283019,0,0,0,Wellpath,private,1,2,943,2.12089077412513,0,0,2,2.12089077412513,0,0,0,Wellpath,private,1,2,816,2.45098039215686,0,0,2,2.45098039215686,0,0,0
213,26025,MI,Michigan,Calhoun,Calhoun County Jail,Corizon Health,private,1,0,544,0,0,0,0,0,0,0,0,Corizon Health,private,1,0,524,0,0,0,0,0,0,0,0,Corizon Health,private,1,1,538,1.85873605947955,0,0,1,1.85873605947955,0,0,0,Corizon Health,private,1,2,499,4.00801603206413,1,0,1,4.00801603206413,0,0,0,Corizon Health,private,1,0,520,0,0,0,0,0,0,0,0,Corizon Health,private,1,1,514,1.94552529182879,0,0,1,1.94552529182879,0,0,0,Corizon Health,private,1,0,529,0,0,0,0,0,0,0,0,Corizon Health,private,1,0,509,0,0,0,0,0,0,0,0,Corizon Health,private,1,0,567,0,0,0,0,0,0,0,0,Corizon Health,private,1,0,580,0,0,0,0,0,0,0,0,Corizon Health,private,1,0,595,0,0,0,0,0,0,0,0,Corizon Health,private,1,0,549,0,0,0,0,0,0,0,0
214,26049,MI,Michigan,Genesee,Genesee County Jail,Corizon Health,private,1,,613,,,,,0,,,,Corizon Health,private,1,0,623,0,0,0,0,0,0,0,0,Corizon Health,private,1,0,636,0,0,0,0,0,0,0,0,Corizon Health,private,1,2,542,3.690036900369,0,1,1,3.690036900369,0,0,0,Corizon Health,private,1,2,696,2.8735632183908,1,0,1,2.8735632183908,0,0,0,Corizon Health,private,1,2,556,3.59712230215827,0,0,2,3.59712230215827,0,0,0,Corizon Health,private,1,1,659,1.51745068285281,0,0,1,1.51745068285281,0,0,0,Corizon Health,private,1,2,638,3.13479623824451,0,0,2,3.13479623824451,0,0,0,Corizon Health,private,1,1,633,1.57977883096367,0,1,0,1.57977883096367,0,0,0,Corizon Health,private,1,1,590,1.69491525423729,0,0,1,1.69491525423729,0,0,0,Corizon Health,private,1,0,590,0,0,0,0,0,0,0,0,Corizon Health,private,1,1,623.75,1.60320641282565,0,1,0,1.60320641282565,0,0,0
215,26065,MI,Michigan,Ingham,Ingham County Jail,public,public,0,0,673,0,0,0,0,0,0,0,0,public,public,0,0,676,0,0,0,0,0,0,0,0,public,public,0,0,636,0,0,0,0,0,0,0,0,public,public,0,0,556,0,0,0,0,0,0,0,0,public,public,0,2,587,3.40715502555366,2,0,0,3.40715502555366,0,0,0,public,public,0,1,606,1.65016501650165,1,0,0,1.65016501650165,0,0,0,public,public,0,3,609,4.92610837438424,2,0,1,4.92610837438424,0,0,0,public,public,0,2,605,3.30578512396694,1,0,1,3.30578512396694,0,0,0,public,public,0,0,502,0,0,0,0,0,0,0,0,public,public,0,2,435,4.59770114942529,0,1,1,4.59770114942529,0,0,0,public,public,0,0,415,0,0,0,0,0,0,0,0,public,public,0,1,370,2.7027027027027,1,0,0,2.7027027027027,0,0,0
220,26081,MI,Michigan,Kent,Kent County Correctional Facility & Community Reentry Center,Corizon Health,private,1,1,1253,0.798084596967279,0,0,1,0.798084596967279,0,0,0,Corizon Health,private,1,1,1223,0.817661488143908,1,0,0,0.817661488143908,0,0,0,Corizon Health,private,1,2,1093,1.82982616651418,0,0,2,1.82982616651418,0,0,0,Corizon Health,private,1,4,1093,3.65965233302836,1,1,2,3.65965233302836,0,0,0,Corizon Health,private,1,1,1157,0.864304235090752,0,0,1,0.864304235090752,0,0,0,Corizon Health,private,1,1,1119,0.893655049151028,1,0,0,0.893655049151028,0,0,0,Corizon Health,private,1,4,1045,3.82775119617225,2,0,2,3.82775119617225,0,0,0,Corizon Health,private,1,1,1058,0.945179584120983,0,0,1,0.945179584120983,0,0,0,Corizon Health,private,1,2,1071,1.86741363211951,2,0,0,1.86741363211951,0,0,0,Corizon Health,private,1,3,1113,2.69541778975741,0,2,1,2.69541778975741,0,0,0,Corizon Health,private,1,5,1121,4.46030330062444,3,0,2,4.46030330062444,0,0,0,Corizon Health,private,1,1,1149,0.870322019147084,1,0,0,0.870322019147084,0,0,0
216,26099,MI,Michigan,Macomb,Macomb County Jail,Corizon Health,private,1,1,1378,0.725689404934688,0,0,1,0.725689404934688,0,0,0,Corizon Health,private,1,0,1253,0,0,0,0,0,0,0,0,Corizon Health,private,1,2,1266,1.57977883096367,2,0,0,1.57977883096367,0,0,0,Corizon Health/Wellpath,private,1,4,1125,3.55555555555556,3,0,1,3.55555555555556,0,0,0,Wellpath,private,1,2,1125,1.77777777777778,1,0,1,1.77777777777778,0,0,0,Wellpath,private,1,4,1225,3.26530612244898,0,0,4,3.26530612244898,0,0,0,Wellpath,private,1,4,1195,3.34728033472803,,1,1,1.67364016736402,,1,,Wellpath,private,1,4,1174,3.40715502555366,1,2,1,3.40715502555366,0,0,0,Wellpath,private,1,2,1148,1.74216027874564,0,0,2,1.74216027874564,0,0,0,Wellpath,private,1,3,1204,2.49169435215947,3,0,0,2.49169435215947,0,0,0,Wellpath,private,1,2,1161,1.72265288544358,1,1,0,1.72265288544358,0,0,0,Wellpath,private,1,3,932.12,3.21846972492812,2,0,1,3.21846972492812,0,0,0
217,26121,MI,Michigan,Muskegon,Muskegon County Jail,public,public,0,0,359,0,0,0,0,0,0,0,0,public,public,0,0,356,0,0,0,0,0,0,0,0,public,public,0,0,320,0,0,0,0,0,0,0,0,public,public,0,0,345,0,0,0,0,0,0,0,0,Wellpath,private,1,1,409,2.44498777506113,0,0,1,2.44498777506113,0,0,0,Wellpath,private,1,0,403,0,0,0,0,0,0,0,0,Wellpath,private,1,1,407,2.45700245700246,1,0,0,2.45700245700246,0,0,0,Wellpath,private,1,0,505,0,0,0,0,0,0,0,0,Wellpath,private,1,1,480,2.08333333333333,0,1,0,2.08333333333333,0,0,0,Wellpath,private,1,0,545,0,0,0,0,0,0,0,0,Wellpath,private,1,0,523,0,0,0,0,0,0,0,0,Wellpath,private,1,1,536.12,1.86525404760128,0,0,1,1.86525404760128,0,0,0
218,26125,MI,Michigan,Oakland,Oakland County Law Enforcement Complex,public,public,0,1,1886,0.530222693531283,1,0,0,0.530222693531283,0,0,0,public,public,0,3,1734,1.73010380622837,1,0,2,1.73010380622837,0,0,0,public,public,0,2,1517,1.318391562294,1,0,1,1.318391562294,0,0,0,public,public,0,2,1531,1.30633572828217,2,0,0,1.30633572828217,0,0,0,public/Wellpath,private,1,0,1585,0,0,0,0,0,0,0,0,Wellpath,private,1,0,1595,0,0,0,0,0,0,0,0,Wellpath,private,1,3,1431,2.09643605870021,0,0,0,0,1,0,0,Wellpath,private,1,1,1484,0.673854447439353,0,0,1,0.673854447439353,0,0,0,Wellpath,private,1,0,1507,0,0,0,0,0,0,0,0,Wellpath,private,1,1,1448,0.69060773480663,1,0,0,0.69060773480663,0,0,0,Wellpath,private,1,3,1414,2.12164073550212,0,1,2,2.12164073550212,0,0,0,Wellpath,private,1,0,1291,0,0,0,0,0,0,0,0
221,26145,MI,Michigan,Saginaw,Saginaw County Jail,SecureCare Inc,private,1,0,558,0,0,0,0,0,0,0,0,SecureCare Inc,private,1,0,526,0,0,0,0,0,0,0,0,SecureCare Inc/Corizon Health,private,1,0,528,0,0,0,0,0,0,0,0,Corizon Health,private,1,0,524,0,0,0,0,0,0,0,0,Corizon Health,private,1,0,508,0,0,0,0,0,0,0,0,Corizon Health,private,1,0,525,0,0,0,0,0,0,0,0,Corizon Health,private,1,0,506,0,0,0,0,0,0,0,0,Corizon Health,private,1,0,452,0,0,0,0,0,0,0,0,Corizon Health,private,1,1,401,2.49376558603491,0,0,1,2.49376558603491,0,0,0,Corizon Health,private,1,0,425,0,0,0,0,0,0,0,0,Corizon Health,private,1,1,400,2.5,0,0,1,2.5,0,0,0,Corizon Health,private,1,0,379.56,0,0,0,0,0,0,0,0
222,26147,MI,Michigan,St. Clair,St. Clair County Jail,public,public,0,,,,,,,,,,,public,public,0,,474,,,,,0,,,,public,public,0,2,457,4.37636761487965,0,0,1,2.18818380743982,0,0,1,public,public,0,1,491,2.03665987780041,0,0,1,2.03665987780041,0,0,0,public,public,0,0,490,0,0,0,0,0,0,0,0,public,public,0,1,519,1.92678227360308,1,0,0,1.92678227360308,0,0,0,public,public,0,0,477,0,0,0,0,0,0,0,0,public,public,0,0,448,0,0,0,0,0,0,0,0,public,public,0,0,496,0,0,0,0,0,0,0,0,public,public,0,1,506,1.97628458498024,0,1,0,1.97628458498024,0,0,0,public/Prime Healthcare Service,private,1,1,490,2.04081632653061,0,0,1,2.04081632653061,0,0,0,Prime Healthcare Service/Corizon,private,1,0,483,0,0,0,0,0,0,0,0
219,26161,MI,Michigan,Washtenaw,Washtenaw County Jail,SecureCare Inc,private,1,1,362,2.76243093922652,1,0,0,2.76243093922652,0,0,0,SecureCare Inc,private,1,1,360,2.77777777777778,1,0,0,2.77777777777778,0,0,0,SecureCare Inc,private,1,1,354,2.82485875706215,1,0,0,2.82485875706215,0,0,0,Wellpath,private,1,1,359,2.78551532033426,0,0,1,2.78551532033426,0,0,0,Wellpath,private,1,0,368,0,0,0,0,0,0,0,0,Wellpath,private,1,0,373,0,0,0,0,0,0,0,0,Wellpath,private,1,1,364,2.74725274725275,0,0,1,2.74725274725275,0,0,0,Wellpath,private,1,0,356,0,0,0,0,0,0,0,0,Wellpath,private,1,0,345,0,0,0,0,0,0,0,0,Wellpath,private,1,0,368,0,0,0,0,0,0,0,0,Wellpath,private,1,0,371,0,0,0,0,0,0,0,0,Wellpath,private,1,1,364.91,2.74040174289551,0,1,0,2.74040174289551,0,0,0
223,26163,MI,Michigan,Wayne,Andrew C. Baird Detention Facility & Division II Jail,public,public,0,1,1651,0.605693519079346,0,0,1,0.605693519079346,0,0,0,public,public,0,6,1432,4.18994413407821,2,0,0,1.39664804469274,4,0,0,public,public,0,1,1329,0.752445447705041,1,0,0,0.752445447705041,0,0,0,public,public,0,3,1285,2.33463035019455,1,0,1,1.55642023346304,0,1,0,public,public,0,2,1285,1.55642023346304,1,0,1,1.55642023346304,0,0,0,public,public,0,4,1369,2.9218407596786,1,0,3,2.9218407596786,0,0,0,public,public,0,2,1262,1.58478605388273,1,0,1,1.58478605388273,0,0,0,public,public,0,4,1185,3.37552742616034,0,0,4,3.37552742616034,0,0,0,public,public,0,7,1203,5.8187863674148,4,0,3,5.8187863674148,0,0,0,Wellpath,private,1,4,1190,3.36134453781513,2,,,1.68067226890756,,1,,Wellpath,private,1,6,1193,5.02933780385583,1,2,3,5.02933780385583,0,0,0,Wellpath,private,1,2,1116,1.7921146953405,1,0,0,0.896057347670251,0,1,0
224,26163,MI,Michigan,Wayne,William Dickerson Detention - Division III,public,public,0,0,918,0,0,0,0,0,0,0,0,public,public,0,0,723,0,0,0,0,0,0,0,0,public,public,0,0,678,0,0,,0,0,0,0,0,public,public,0,1,830,1.20481927710843,1,0,0,1.20481927710843,,0,0,public,public,0,1,897,1.11482720178372,1,0,0,1.11482720178372,0,0,0,public,public,0,0,898,0,0,0,0,0,0,0,0,public,public,0,3,806,3.72208436724566,2,0,1,3.72208436724566,0,0,0,public,public,0,0,669,0,0,0,0,0,0,0,0,public,public,0,1,633,1.57977883096367,1,0,0,1.57977883096367,0,0,0,Wellpath,private,1,0,682,0,0,0,0,0,0,0,0,Wellpath,private,1,1,685,1.45985401459854,0,1,0,1.45985401459854,0,0,0,Wellpath,private,1,0,541,0,0,0,0,0,0,0,0
225,27003,MN,Minnesota,Anoka,Anoka County Jail,public,public,0,0,228,0,0,0,0,0,0,0,0,public,public,0,0,214,0,0,0,0,0,0,0,0,public,public,0,0,200,0,0,0,0,0,0,0,0,public,public,0,1,200,5,1,0,0,5,0,0,0,public,public,0,0,208,0,0,0,0,0,0,0,0,public,public,0,0,202,0,0,0,0,0,0,0,0,public,public,0,0,196,0,0,0,0,0,0,0,0,public,public,0,0,218,0,0,0,0,0,0,0,0,public,public,0,0,218,0,0,0,0,0,0,0,0,public,public,0,0,235,0,0,0,0,0,0,0,0,public,public,0,0,218,0,0,0,0,0,0,0,0,public,public,0,1,211,4.739336492891,0,0,1,4.739336492891,0,0,0
226,27035,MN,Minnesota,Crow Wing,Crow Wing County Jail,public,public,0,1,158.51,6.30875023657813,1,0,0,6.30875023657813,0,0,0,public,public,0,0,133.72,0,0,0,0,0,0,0,0,public,public,0,1,96.68,10.3434009102193,0,0,1,10.3434009102193,0,0,0,public/MEnD Correctional Care PLLC,private,1,0,126.78,0,0,0,0,0,0,0,0,MEnD Correctional Care,private,1,0,134.56,0,0,0,0,0,0,0,0,MEnD Correctional Care,private,1,1,163.28,6.12444879960804,1,0,0,6.12444879960804,0,0,0,MEnD Correctional Care,private,1,0,171.75,0,0,0,0,0,0,0,0,MEnD Correctional Care,private,1,0,181.49,0,0,0,0,0,0,0,0,MEnD Correctional Care,private,1,0,206.6,0,0,0,0,0,0,0,0,MEnD Correctional Care,private,1,0,230.78,0,0,0,0,0,0,0,0,MEnD Correctional Care,private,1,0,230.78,0,0,0,0,0,0,0,0,MEnD Correctional Care,private,1,2,193.41,10.3407269531048,1,0,1,10.3407269531048,0,0,0
227,27037,MN,Minnesota,Dakota,Dakota County Jail,public,public,0,0,279,0,0,0,0,0,0,0,0,public,public,0,0,275,0,0,0,0,0,0,0,0,public,public,0,1,264,3.78787878787879,1,0,0,3.78787878787879,0,0,0,public,public,0,0,257,0,0,0,0,0,0,0,0,public,public,0,0,281,0,0,0,0,0,0,0,0,public,public,0,0,249,0,0,0,0,0,0,0,0,public,public,0,0,270,0,0,0,0,0,0,0,0,public,public,0,0,249,0,0,0,0,0,0,0,0,public,public,0,1,252,3.96825396825397,1,0,0,3.96825396825397,0,0,0,public,public,0,1,246,4.0650406504065,0,0,1,4.0650406504065,0,0,0,public,public,0,0,244,0,0,0,0,0,0,0,0,MEnD Correctional Care,private,1,0,234.5,0,0,0,0,0,0,0,0
228,27053,MN,Minnesota,Hennepin,Hennepin County Adult Corrections Facility,public,public,0,0,469,0,0,0,0,0,0,0,0,public,public,0,0,440,0,0,0,0,0,0,0,0,public,public,0,0,405,0,0,0,0,0,0,0,0,Corizon Health,private,1,0,388,0,0,0,0,0,0,0,0,Corizon Health,private,1,1,393,2.54452926208651,0,0,1,2.54452926208651,0,0,0,Corizon Health,private,1,0,361,0,0,0,0,0,0,0,0,Corizon Health,private,1,0,383,0,0,0,0,0,0,0,0,Corizon Health,private,1,0,364,0,0,0,0,0,0,0,0,Corizon Health,private,1,0,350,0,0,0,0,0,0,0,0,Corizon Health,private,1,1,369,2.710027100271,0,1,0,2.710027100271,0,0,0,Corizon Health,private,1,0,365,0,0,0,0,0,0,0,0,Centurian,private,1,0,359,0,0,0,0,0,0,0,0
229,27053,MN,Minnesota,Hennepin,Hennepin County Adult Detention Center,public,public,0,1,728,1.37362637362637,1,0,0,1.37362637362637,0,0,0,public,public,0,0,694,0,0,0,0,0,0,0,0,public,public,0,1,685,1.45985401459854,0,0,1,1.45985401459854,0,0,0,public,public,0,0,683,0,0,0,0,0,0,0,0,public,public,0,1,714,1.40056022408964,1,0,0,1.40056022408964,0,0,0,public,public,0,1,708,1.41242937853107,0,1,0,1.41242937853107,0,0,0,public,public,0,0,707,0,0,0,0,0,0,0,0,public,public,0,1,719,1.39082058414465,1,0,0,1.39082058414465,0,0,0,public,public,0,1,718,1.39275766016713,0,1,0,1.39275766016713,0,0,0,public,public,0,1,781,1.28040973111396,1,0,0,1.28040973111396,0,0,0,public,public,0,3,761,3.94218134034166,2,1,0,3.94218134034166,0,0,0,public,public,0,1,695,1.43884892086331,1,0,0,1.43884892086331,0,0,0
230,,MN,Minnesota,"Norman, Polk, Red Lake",Northwest Regional Corrections Center,public,public,0,0,115.25,0,0,0,0,0,0,0,0,public,public,0,0,119.27,0,0,0,0,0,0,0,0,public,public,0,0,123.19,0,0,0,0,0,0,0,0,public,public,0,0,123.65,0,0,0,0,0,0,0,0,public,public,0,1,121.59,8.22436055596677,0,0,1,8.22436055596677,0,0,0,public,public,0,0,142.4,0,0,0,0,0,0,0,0,public,public,0,0,168.29,0,0,0,0,0,0,0,0,public,public,0,1,176.46,5.66700668706789,1,0,0,5.66700668706789,0,0,0,public,public,0,0,185.45,0,0,0,0,0,0,0,0,public,public,0,1,181.33,5.51480725748635,1,0,0,5.51480725748635,0,0,0,public,public,0,0,185,0,0,0,0,0,0,0,0,public,public,0,1,182.19,5.48877545419617,0,1,0,5.48877545419617,0,0,0
231,27123,MN,Minnesota,Ramsey,Ramsey County Adult Detention Center,public,public,0,0,452,0,0,0,0,0,0,0,0,public,public,0,1,407,2.45700245700246,1,0,0,2.45700245700246,0,0,0,public,public,0,1,384,2.60416666666667,1,0,0,2.60416666666667,0,0,0,public,public,0,0,358,0,0,0,0,0,0,0,0,public,public,0,0,392,0,0,0,0,0,0,0,0,public,public,0,0,350,0,0,0,0,0,0,0,0,public,public,0,4,374,10.6951871657754,0,1,3,10.6951871657754,0,0,0,public,public,0,0,360,0,0,0,0,0,0,0,0,public,public,0,0,367,0,0,0,0,0,0,0,0,public,public,0,1,401,2.49376558603491,1,0,0,2.49376558603491,0,0,0,public,public,0,0,394,0,0,0,0,0,0,0,0,public,public,0,0,370,0,0,0,0,0,0,0,0
232,27123,MN,Minnesota,Ramsey,Ramsey County Correctional Facility,public,public,0,0,409.51,0,0,0,0,0,0,0,0,public,public,0,1,434.73,2.30027833367838,0,1,0,2.30027833367838,0,0,0,public,public,0,1,408.7,2.44678248103744,0,0,1,2.44678248103744,0,0,0,public,public,0,1,392.42,2.54829009734468,0,0,1,2.54829009734468,0,0,0,public,public,0,0,369.97,0,0,0,0,0,0,0,0,public,public,0,0,342.86,0,0,0,0,0,0,0,0,public,public,0,1,338.73,2.95220382015174,0,0,1,2.95220382015174,0,0,0,public,public,0,0,347.03,0,0,0,0,0,0,0,0,public,public,0,0,317.15,0,0,0,0,0,0,0,0,public,public,0,0,308.87,0,0,0,0,0,0,0,0,public,public,0,0,274,0,0,0,0,0,0,0,0,public,public,0,0,252,0,0,0,0,0,0,0,0
