id,fips,statecode,state,county,jail,provider_name_2008,provider_type_2008,treated_2008,deaths_2008,adp_2008,mortality_rate_2008,suicide_deaths_2008,overdose_deaths_2008,illness_deaths_2008,illness_suicide_overdose_rate_2008,other_deaths_2008,homicide_deaths_2008,accident_deaths_2008,provider_name_2009,provider_type_2009,treated_2009,deaths_2009,adp_2009,mortality_rate_2009,suicide_deaths_2009,overdose_deaths_2009,illness_deaths_2009,illness_suicide_overdose_rate_2009,other_deaths_2009,homicide_deaths_2009,accident_deaths_2009,provider_name_2010,provider_type_2010,treated_2010,deaths_2010,adp_2010,mortality_rate_2010,suicide_deaths_2010,overdose_deaths_2010,illness_deaths_2010,illness_suicide_overdose_rate_2010,other_deaths_2010,homicide_deaths_2010,accident_deaths_2010,provider_name_2011,provider_type_2011,treated_2011,deaths_2011,adp_2011,mortality_rate_2011,suicide_deaths_2011,overdose_deaths_2011,illness_deaths_2011,illness_suicide_overdose_rate_2011,other_deaths_2011,homicide_deaths_2011,accident_deaths_2011,provider_name_2012,provider_type_2012,treated_2012,deaths_2012,adp_2012,mortality_rate_2012,suicide_deaths_2012,overdose_deaths_2012,illness_deaths_2012,illness_suicide_overdose_rate_2012,other_deaths_2012,homicide_deaths_2012,accident_deaths_2012,provider_name_2013,provider_type_2013,treated_2013,deaths_2013,adp_2013,mortality_rate_2013,suicide_deaths_2013,overdose_deaths_2013,illness_deaths_2013,illness_suicide_overdose_rate_2013,other_deaths_2013,homicide_deaths_2013,accident_deaths_2013,provider_name_2014,provider_type_2014,treated_2014,deaths_2014,adp_2014,mortality_rate_2014,suicide_deaths_2014,overdose_deaths_2014,illness_deaths_2014,illness_suicide_overdose_rate_2014,other_deaths_2014,homicide_deaths_2014,accident_deaths_2014,provider_name_2015,provider_type_2015,treated_2015,deaths_2015,adp_2015,mortality_rate_2015,suicide_deaths_2015,overdose_deaths_2015,illness_deaths_2015,illness_suicide_overdose_rate_2015,other_deaths_2015,homicide_deaths_2015,accident_deaths_2015,provider_name_2016,provider_type_2016,treated_2016,deaths_2016,adp_2016,mortality_rate_2016,suicide_deaths_2016,overdose_deaths_2016,illness_deaths_2016,illness_suicide_overdose_rate_2016,other_deaths_2016,homicide_deaths_2016,accident_deaths_2016,provider_name_2017,provider_type_2017,treated_2017,deaths_2017,adp_2017,mortality_rate_2017,suicide_deaths_2017,overdose_deaths_2017,illness_deaths_2017,illness_suicide_overdose_rate_2017,other_deaths_2017,homicide_deaths_2017,accident_deaths_2017,provider_name_2018,provider_type_2018,treated_2018,deaths_2018,adp_2018,mortality_rate_2018,suicide_deaths_2018,overdose_deaths_2018,illness_deaths_2018,illness_suicide_overdose_rate_2018,other_deaths_2018,homicide_deaths_2018,accident_deaths_2018,provider_name_2019,provider_type_2019,treated_2019,deaths_2019,adp_2019,mortality_rate_2019,suicide_deaths_2019,overdose_deaths_2019,illness_deaths_2019,illness_suicide_overdose_rate_2019,other_deaths_2019,homicide_deaths_2019,accident_deaths_2019
68,8005,CO,Colorado,Arapahoe,Arapahoe County Sheriff's Office Detention Facility,public,public,0,0,1198,0,0,0,0,0,0,0,0,public,public,0,0,1226,0,0,0,0,0,0,0,0,public,public,0,2,1199,1.66805671392827,2,0,0,1.66805671392827,0,0,0,public,public,0,2,1198,1.66944908180301,2,0,0,1.66944908180301,0,0,0,public,public,0,0,1182,0,0,0,0,0,0,0,0,public,public,0,1,1076,0.929368029739777,0,0,1,0.929368029739777,1,0,0,public,public,0,1,1022,0.978473581213307,0,0,1,0.978473581213307,0,0,0,public/Wellpath,private,1,5,1008,4.96031746031746,1,2,1,3.96825396825397,0,1,0,Wellpath,private,1,2,1002,1.99600798403194,1,0,1,1.99600798403194,0,0,0,Wellpath,private,1,2,1022,1.95694716242661,1,0,1,1.95694716242661,0,0,0,Wellpath,private,1,3,1073,2.79589934762349,1,0,2,2.79589934762349,0,0,0,Wellpath,private,1,0,1082,0,0,0,0,0,0,0,0
69,8013,CO,Colorado,Boulder,Boulder County Jail,public,public,0,1,464,2.1551724137931,1,0,0,2.1551724137931,0,0,0,public,public,0,0,452,0,0,0,0,0,0,0,0,public,public,0,1,441,2.26757369614512,1,0,0,2.26757369614512,0,0,0,public,public,0,0,446,0,0,0,0,0,0,0,0,public,public,0,1,468,2.13675213675214,1,0,0,2.13675213675214,0,0,0,public,public,0,2,480,4.16666666666667,2,0,0,4.16666666666667,0,0,0,public,public,0,2,484,4.13223140495868,1,0,1,4.13223140495868,0,0,0,public,public,0,3,467,6.42398286937902,1,2,0,6.42398286937902,0,0,0,public/Maxim Healthcare,private,1,3,465,6.45161290322581,1,0,2,6.45161290322581,0,0,0,Maxim Healthcare/WSi Healthcare Personnel,private,1,2,423,4.72813238770686,2,0,0,4.72813238770686,0,0,0,public,public,0,2,438,4.5662100456621,1,0,1,4.5662100456621,0,0,0,public,public,0,2,413.8,4.83325277912035,2,0,0,4.83325277912035,0,0,0
70,8031,CO,Colorado,Denver,Denver County Sheriff (combined facilities),public,public,0,4,2282,1.75284837861525,3,0,1,1.75284837861525,0,0,0,public,public,0,5,2168,2.30627306273063,1,0,3,1.8450184501845,1,0,0,public,public,0,4,2098,1.90657769304099,3,0,0,1.42993326978074,0,1,0,public,public,0,1,2105,0.475059382422803,0,0,1,0.475059382422803,0,0,0,public,public,0,2,2157,0.927213722763097,0,0,2,0.927213722763097,0,0,0,public,public,0,4,2284,1.75131348511384,0,1,2,1.31348511383538,0,0,1,public,public,0,2,2064,0.968992248062015,1,0,1,0.968992248062015,0,0,0,public,public,0,5,2029,2.46426811237063,0,0,3,1.47856086742238,0,0,2,public,public,0,5,2238,2.23413762287757,1,0,2,1.34048257372654,2,0,0,public,public,0,4,2187,1.82898948331047,0,0,2,0.914494741655236,1,1,0,public,public,0,4,2110,1.8957345971564,0,0,3,1.4218009478673,1,0,0,public,public,0,5,1886,2.65111346765642,1,1,3,2.65111346765642,0,0,0
71,8041,CO,Colorado,El Paso,El Paso County Criminal Justice Center,Wellpath,private,1,1,1564,0.639386189258312,0,0,1,0.639386189258312,0,0,0,Wellpath,private,1,2,1526,1.31061598951507,2,0,0,1.31061598951507,0,0,0,Wellpath,private,1,2,1428,1.40056022408964,0,0,2,1.40056022408964,0,0,0,Wellpath,private,1,0,1405,0,0,0,0,0,0,0,0,Wellpath,private,1,1,1404,0.712250712250712,0,0,1,0.712250712250712,0,0,0,Wellpath,private,1,0,1505,0,0,0,0,0,0,0,0,Wellpath,private,1,0,1498,0,0,0,0,0,0,0,0,Wellpath,private,1,2,1563,1.27959053103007,0,0,2,1.27959053103007,0,0,0,Wellpath,private,1,1,1640,0.609756097560976,0,0,1,0.609756097560976,0,0,0,Wellpath/Armor Correctional Health Services,private,1,3,1681,1.78465199286139,0,0,3,1.78465199286139,0,0,0,Armor Correctional Health Services,private,1,1,1672,0.598086124401914,0,0,1,0.598086124401914,0,0,0,Armor Correctional Health Services,private,1,5,1548,3.22997416020672,2,0,3,3.22997416020672,0,0,0
72,8059,CO,Colorado,Jefferson,Jefferson County Jail,Wellpath,private,1,2,1259,1.58856235107228,2,0,0,1.58856235107228,0,0,0,Wellpath,private,1,0,1237,0,0,0,0,0,0,0,0,Wellpath,private,1,3,1133,2.64783759929391,1,0,2,2.64783759929391,0,0,0,Wellpath,private,1,2,1139,1.75592625109745,0,0,1,0.877963125548727,1,0,0,Wellpath,private,1,1,1232,0.811688311688312,0,0,1,0.811688311688312,0,0,0,Wellpath,private,1,3,1238,2.4232633279483,1,0,2,2.4232633279483,0,0,0,Wellpath,private,1,1,1171,0.85397096498719,0,0,1,0.85397096498719,0,0,0,Wellpath,private,1,4,1203,3.32502078137988,3,0,1,3.32502078137988,0,0,0,Wellpath,private,1,2,1253,1.59616919393456,1,0,0,0.798084596967279,0,0,1,Wellpath,private,1,3,1271,2.360346184107,2,0,1,2.360346184107,0,0,0,Wellpath,private,1,2,1331,1.50262960180316,1,0,1,1.50262960180316,0,0,0,Wellpath,private,1,2,1302,1.53609831029186,0,1,1,1.53609831029186,0,0,0
73,8069,CO,Colorado,Larimer,Larimer County Jail,,,,0,461.25,0,0,0,0,0,0,0,0,,,,0,455.77,0,0,0,0,0,0,0,0,Wellpath,private,1,1,472.5,2.11640211640212,0,0,1,2.11640211640212,0,0,0,Wellpath,private,1,3,460.94,6.50843927626155,0,0,3,6.50843927626155,0,0,0,Wellpath,private,1,0,454.11,0,0,0,0,0,0,0,0,Wellpath,private,1,0,448.71,0,0,0,0,0,0,0,0,Wellpath,private,1,1,435.14,2.2981109527968,0,0,1,2.2981109527968,0,0,0,Wellpath,private,1,0,482.79,0,0,0,0,0,0,0,0,Wellpath,private,1,0,544.88,0,0,0,0,0,0,0,0,Wellpath/Armor Correctional Health Services,private,1,1,583.6,1.71350239890336,1,0,0,1.71350239890336,0,0,0,Armor Correctional Health Services,private,1,0,548,0,0,0,0,0,0,0,0,Armor Correctional Health Services,private,1,1,535,1.86915887850467,1,0,0,1.86915887850467,0,0,0
74,8077,CO,Colorado,Mesa,Mesa County Detention Facility,Wellpath,private,1,0,347,0,0,0,0,0,0,0,0,Wellpath,private,1,0,379,0,0,0,0,0,0,0,0,Wellpath,private,1,2,368,5.43478260869565,1,0,1,5.43478260869565,0,0,0,Wellpath,private,1,0,281,0,0,0,0,0,0,0,0,Wellpath,private,1,0,314,0,0,0,0,0,0,0,0,Wellpath,private,1,0,360,0,0,0,0,0,0,0,0,Wellpath,private,1,1,332,3.01204819277108,0,0,1,3.01204819277108,0,0,0,Wellpath,private,1,0,382,0,0,0,0,0,0,0,0,Wellpath,private,1,2,429,4.66200466200466,2,0,0,4.66200466200466,0,0,0,Wellpath,private,1,1,497,2.01207243460765,1,0,0,2.01207243460765,0,0,0,Wellpath,private,1,1,556,1.79856115107914,1,0,0,1.79856115107914,0,0,0,Wellpath,private,1,4,519,7.70712909441233,1,0,3,7.70712909441233,0,0,0
75,8101,CO,Colorado,Pueblo,Pueblo County Detention Center,Wellpath,private,1,0,476,0,0,0,0,0,0,0,0,Wellpath,private,1,1,486,2.05761316872428,1,0,0,2.05761316872428,0,0,0,Wellpath,private,1,1,518,1.93050193050193,0,1,0,1.93050193050193,0,0,0,Wellpath,private,1,0,538,0,0,0,0,0,0,0,0,Wellpath,private,1,1,558,1.7921146953405,0,0,1,1.7921146953405,0,0,0,Wellpath,private,1,2,615,3.2520325203252,0,1,1,3.2520325203252,0,0,0,Wellpath,private,1,3,599,5.00834724540902,0,0,3,5.00834724540902,0,0,0,Wellpath/Correctional Health Partners,private,1,0,630,0,0,0,0,0,0,0,0,Correctional Health Partners,private,1,0,684,0,0,0,0,0,0,0,0,Correctional Health Partners,private,1,3,749,4.00534045393859,0,1,2,4.00534045393859,0,0,0,Correctional Health Partners,private,1,0,721,0,0,0,0,0,0,0,0,Correctional Health Partners,private,1,1,661,1.51285930408472,0,0,1,1.51285930408472,0,0,0
76,8123,CO,Colorado,Weld,Weld County Jail,Wellpath,private,1,0,508,0,0,0,0,0,0,0,0,Wellpath,private,1,0,570,0,0,0,0,0,0,0,0,Wellpath,private,1,0,557,0,0,0,0,0,0,0,0,Wellpath,private,1,0,577,0,0,0,0,0,0,0,0,Wellpath,private,1,0,575,0,0,0,0,0,0,0,0,Wellpath,private,1,0,577,0,0,0,0,0,0,0,0,Wellpath,private,1,1,604,1.65562913907285,0,1,0,1.65562913907285,0,0,0,Wellpath,private,1,0,617,0,0,0,0,0,0,0,0,Wellpath,private,1,0,268,0,0,0,0,0,0,0,0,Wellpath/Armor Correctional Health Services,private,1,2,714,2.80112044817927,1,1,0,2.80112044817927,0,0,0,Armor Correctional Health Services,private,1,0,759,0,0,0,0,0,0,0,0,Armor Correctional Health Services,private,1,0,752,0,0,0,0,0,0,0,0
77,11001,DC,DC,District of Columbia,D.C. Dept of Corrections Central Detention Facility (CDF),"Unity Health Care, INC.",private,1,2,1937,1.03252452245741,0,0,2,1.03252452245741,0,0,0,"Unity Health Care, INC.",private,1,3,1990,1.50753768844221,1,0,2,1.50753768844221,0,0,0,"Unity Health Care, INC.",private,1,0,2093,0,0,0,0,0,0,0,0,"Unity Health Care, INC.",private,1,2,2107,0.94921689606075,0,0,2,0.94921689606075,0,0,0,"Unity Health Care, INC.",private,1,2,1853,1.07933081489477,1,0,1,1.07933081489477,0,0,0,"Unity Health Care, INC.",private,1,3,1699,1.76574455562095,3,0,0,1.76574455562095,0,0,0,"Unity Health Care, INC.",private,1,0,1431,0,0,0,0,0,0,0,0,"Unity Health Care, INC.",private,1,0,1173,0,0,0,0,0,0,0,0,"Unity Health Care, INC.",private,1,4,1263,3.16706254948535,1,1,2,3.16706254948535,0,0,0,"Unity Health Care, INC.",private,1,3,1353,2.21729490022173,2,1,0,2.21729490022173,0,0,0,"Unity Health Care, INC.",private,1,1,1277,0.783085356303837,1,0,0,0.783085356303837,0,0,0,"Unity Health Care, INC.",private,1,3,1260,2.38095238095238,1,1,1,2.38095238095238,0,0,0
505,11001,DC,DC,District of Columbia,D.C. Dept of Corrections Correctional Treatment Facility (CTF),"Unity Health Care, INC.",private,1,4,934,4.28265524625268,0,0,4,4.28265524625268,0,0,0,"Unity Health Care, INC.",private,1,4,982,4.07331975560081,0,0,4,4.07331975560081,0,0,0,"Unity Health Care, INC.",private,1,4,834,4.79616306954437,0,1,3,4.79616306954437,0,0,0,"Unity Health Care, INC.",private,1,4,789,5.06970849176172,0,0,4,5.06970849176172,0,0,0,"Unity Health Care, INC.",private,1,0,522,0,0,0,0,0,0,0,0,"Unity Health Care, INC.",private,1,3,511,5.87084148727984,0,0,3,5.87084148727984,0,0,0,"Unity Health Care, INC.",private,1,3,459,6.5359477124183,0,0,3,6.5359477124183,0,0,0,"Unity Health Care, INC.",private,1,0,413,0,0,0,0,0,0,0,0,"Unity Health Care, INC.",private,1,2,474,4.21940928270042,0,0,2,4.21940928270042,0,0,0,"Unity Health Care, INC.",private,1,4,662,6.04229607250755,0,1,3,6.04229607250755,0,0,0,"Unity Health Care, INC.",private,1,1,723,1.38312586445367,1,0,0,1.38312586445367,0,0,0,"Unity Health Care, INC.",private,1,0,512,0,0,0,0,0,0,0,0
97,12001,FL,Florida,Alachua,Alachua County Jail,Corizon Health,private,1,1,958,1.04384133611691,1,0,0,1.04384133611691,0,0,0,Corizon Health,private,1,0,968,0,0,0,0,0,0,0,0,Corizon Health,private,1,0,1004,0,0,0,0,0,0,0,0,Corizon Health,private,1,1,1003,0.997008973080758,1,0,0,0.997008973080758,0,0,0,Corizon Health,private,1,1,1028,0.972762645914397,0,0,1,0.972762645914397,0,0,0,Corizon Health,private,1,3,921,3.25732899022801,2,0,1,3.25732899022801,0,0,0,Corizon Health,private,1,0,893,0,0,0,0,0,0,0,0,Corizon Health,private,1,3,817,3.67197062423501,2,0,1,3.67197062423501,0,0,0,Corizon Health,private,1,1,827,1.20918984280532,0,0,1,1.20918984280532,0,0,0,Corizon Health,private,1,2,809,2.47218788627936,1,0,1,2.47218788627936,0,0,0,Corizon Health,private,1,2,798,2.5062656641604,0,0,2,2.5062656641604,0,0,0,Corizon Health,private,1,2,710,2.8169014084507,0,0,2,2.8169014084507,0,0,0
78,12005,FL,Florida,Bay,Bay County Jail Facility,Corrections Corporation of America/public,private,1,0,951,0,0,0,0,0,0,0,0,public,public,0,1,847,1.18063754427391,1,0,0,1.18063754427391,0,0,0,public,public,0,0,888,0,0,0,0,0,0,0,0,public,public,0,0,864,0,0,0,0,0,0,0,0,public,public,0,1,949,1.05374077976818,0,0,1,1.05374077976818,0,0,0,public,public,0,4,889,4.49943757030371,1,2,1,4.49943757030371,0,0,0,public,public,0,0,1105,0,0,0,0,0,0,0,0,public,public,0,1,1210,0.826446280991736,0,0,1,0.826446280991736,0,0,0,public,public,0,2,955,2.09424083769634,0,0,2,2.09424083769634,0,0,0,public,public,0,3,1054,2.84629981024668,1,0,1,1.89753320683112,0,1,0,public,public,0,4,1094,3.6563071297989,1,0,3,3.6563071297989,0,0,0,public,public,0,,1118,,,,,0,,,
79,12011,FL,Florida,Broward,Broward County Jails,Armor Correctional Health Services,private,1,,5364,,,,,0,,,,Armor Correctional Health Services,private,1,8,4888,1.6366612111293,4,0,4,1.6366612111293,0,0,0,Armor Correctional Health Services,private,1,6,4498,1.33392618941752,2,0,4,1.33392618941752,0,0,0,Armor Correctional Health Services,private,1,4,4450,0.898876404494382,0,0,4,0.898876404494382,0,0,0,Armor Correctional Health Services,private,1,9,4628,1.94468452895419,1,0,8,1.94468452895419,0,0,0,Armor Correctional Health Services,private,1,5,4610,1.08459869848156,2,0,2,0.86767895878525,0,0,1,Armor Correctional Health Services,private,1,11,4503,2.44281590051077,4,0,5,1.99866755496336,0,0,2,Armor Correctional Health Services,private,1,8,4573,1.74939864421605,1,0,7,1.74939864421605,0,0,0,Armor Correctional Health Services,private,1,9,4073,2.20967345936656,0,1,8,2.20967345936656,0,0,0,Armor Correctional Health Services,private,1,12,3759,3.19233838786911,1,0,11,3.19233838786911,0,0,0,Wellpath,private,1,5,3579,1.39703827884884,1,0,4,1.39703827884884,0,0,0,Wellpath,private,1,9,3659,2.45968843946433,2,1,6,2.45968843946433,0,0,0
80,12021,FL,Florida,Collier,Naples Jail Center,EMSA Correctional Care,private,1,0,1186,0,0,0,0,0,0,0,0,EMSA Correctional Care/Corizon Health,private,1,0,998,0,0,0,0,0,0,0,0,Corizon Health,private,1,0,911,0,0,0,0,0,0,0,0,Corizon Health,private,1,1,922,1.08459869848156,0,0,1,1.08459869848156,0,0,0,Corizon Health,private,1,1,981,1.01936799184506,1,0,0,1.01936799184506,0,0,0,Corizon Health,private,1,1,900,1.11111111111111,1,0,0,1.11111111111111,0,0,0,Corizon Health,private,1,4,856,4.67289719626168,2,0,2,4.67289719626168,0,0,0,Corizon Health/Armor Correctional Health Services,private,1,2,789,2.53485424588086,0,0,2,2.53485424588086,0,0,0,Armor Correctional Health Services,private,1,1,763,1.31061598951507,1,0,0,1.31061598951507,0,0,0,Armor Correctional Health Services,private,1,2,788,2.53807106598985,0,1,0,1.26903553299492,0,0,1,Armor Correctional Health Services,private,1,1,837,1.194743130227,1,0,0,1.194743130227,0,0,0,Armor Correctional Health Services,private,1,3,765,3.92156862745098,0,0,2,2.61437908496732,0,1,0
81,12031,FL,Florida,Duval,John E. Goode Pretrial Detention Facility,public,public,0,5,2736,1.82748538011696,0,0,5,1.82748538011696,0,0,0,public,public,0,6,2848,2.10674157303371,0,0,5,1.75561797752809,1,0,0,public,public,0,4,2853,1.40203294777427,0,0,2,0.701016473887136,0,1,1,public,public,0,8,2929,2.73130761351997,1,0,6,2.38989416182998,0,0,1,public,public,0,2,2725,0.73394495412844,1,0,1,0.73394495412844,0,0,0,public,public,0,1,2524,0.396196513470682,1,0,0,0.396196513470682,0,0,0,public,public,0,4,2591,1.54380548050946,1,0,3,1.54380548050946,0,0,0,public,public,0,5,2611,1.91497510532363,1,0,3,1.5319800842589,0,0,1,public,public,0,5,2426,2.06100577081616,0,0,2,0.824402308326463,0,1,2,public/Armor Correctional Health Services,private,1,2,2135,0.936768149882904,0,0,1,0.468384074941452,1,0,0,Armor Correctional Health Services,private,1,8,2230,3.58744394618834,2,0,5,3.1390134529148,0,0,1,Armor Correctional Health Services,private,1,6,2313,2.59403372243839,0,0,4,1.72935581495893,0,1,1
98,12033,FL,Florida,Escambia,Escambia County Main Jail,public,public,0,2,1835,1.08991825613079,0,0,2,1.08991825613079,0,0,0,public,public,0,2,1686,1.18623962040332,0,0,2,1.18623962040332,0,0,0,public,public,0,2,1663,1.20264582080577,0,0,1,0.601322910402886,0,1,0,public,public,0,3,1343,2.23380491437081,0,0,3,2.23380491437081,0,0,0,public,public,0,1,1300,0.769230769230769,0,0,1,0.769230769230769,0,0,0,public,public,0,1,1396,0.716332378223496,0,0,1,0.716332378223496,0,0,0,public,public,0,4,1168,3.42465753424658,1,0,1,1.71232876712329,0,0,2,public,public,0,5,1309,3.81970970206264,2,0,3,3.81970970206264,0,0,0,public,public,0,2,1468,1.36239782016349,1,0,1,1.36239782016349,0,0,0,public,public,0,1,1507,0.6635700066357,0,0,1,0.6635700066357,0,0,0,public,public,0,3,1690,1.77514792899408,0,2,1,1.77514792899408,0,0,0,public,public,0,3,947,3.16789862724393,2,0,1,3.16789862724393,0,0,0
82,12057,FL,Florida,Hillsborough,Hillsborough County Sheriff's Office (includes both Falkenburg Road Jail and Orient Road Jail),Armor Correctional Health Services,private,1,,3369.5,,,,,0,,,,Armor Correctional Health Services,private,1,0,3461,0,0,0,0,0,0,0,0,Armor Correctional Health Services,private,1,3,3278,0.915192190359976,,,,0,,,,Armor Correctional Health Services,private,1,1,3104,0.322164948453608,,,,0,,,,Armor Correctional Health Services,private,1,3,3116,0.962772785622593,,,,0,,,,Armor Correctional Health Services,private,1,3,2090,1.43540669856459,,,,0,,,,"Armor Correctional Health Services/NaphCare, Inc.",private,1,3,2806,1.06913756236636,,,,0,,,,"NaphCare, Inc.",private,1,3,2817,1.06496272630458,,,,0,,,,"NaphCare, Inc.",private,1,6,2948,2.03527815468114,,,,0,,,,"NaphCare, Inc.",private,1,4,3009,1.32934529744101,,,,0,,,,"NaphCare, Inc.",private,1,6,3145,1.90779014308426,0,0,6,1.90779014308426,0,0,0,"NaphCare, Inc.",private,1,4,3279,1.21988411100945,0,0,4,1.21988411100945,0,0,0
83,12071,FL,Florida,Lee,Lee County Core Facility & Jail,Corizon Health,private,1,0,2218,0,0,0,0,0,0,0,0,Corizon Health,private,1,5,1900,2.63157894736842,1,1,2,2.10526315789474,0,1,0,Corizon Health,private,1,0,1770,0,0,0,0,0,0,0,0,Corizon Health,private,1,3,1718,1.74621653084983,2,0,1,1.74621653084983,0,0,0,Corizon Health,private,1,3,1636,1.83374083129584,2,0,0,1.22249388753056,1,0,0,Corizon Health,private,1,0,1640,0,0,0,0,0,0,0,0,Corizon Health/Armor Correctional Health Services,private,1,3,1644,1.82481751824818,1,0,2,1.82481751824818,0,0,0,Armor Correctional Health Services,private,1,6,1629,3.68324125230203,3,0,2,3.06936771025169,0,0,1,Armor Correctional Health Services,private,1,2,1661,1.20409391932571,1,0,1,1.20409391932571,0,0,0,Armor Correctional Health Services,private,1,5,1553,3.21957501609788,0,0,4,2.5756600128783,0,0,1,Armor Correctional Health Services/Wellpath,private,1,3,1767,1.69779286926995,0,0,3,1.69779286926995,0,0,0,Wellpath,private,1,5,1701,2.93944738389183,1,0,4,2.93944738389183,0,0,0
84,12073,FL,Florida,Leon,Leon County Detention Facility,Corizon Health,private,1,1,1146,0.87260034904014,0,0,1,0.87260034904014,0,0,0,Corizon Health,private,1,3,1146,2.61780104712042,2,1,0,2.61780104712042,0,0,0,Corizon Health,private,1,0,981,0,0,0,0,0,0,0,0,Corizon Health,private,1,1,983,1.01729399796541,1,0,0,1.01729399796541,0,0,0,Corizon Health,private,1,3,999,3.003003003003,0,0,3,3.003003003003,0,0,0,Corizon Health,private,1,0,1114,0,0,0,0,0,0,0,0,Corizon Health,private,1,4,1125,3.55555555555556,1,0,3,3.55555555555556,0,0,0,Corizon Health,private,1,1,1128,0.886524822695036,0,0,1,0.886524822695036,0,0,0,Corizon Health,private,1,1,998,1.00200400801603,0,0,1,1.00200400801603,0,0,0,Corizon Health,private,1,1,1018,0.982318271119843,1,0,0,0.982318271119843,0,0,0,Corizon Health,private,1,1,1064,0.93984962406015,0,0,1,0.93984962406015,0,0,0,Corizon Health,private,1,5,1146,4.3630017452007,0,1,4,4.3630017452007,0,0,0
99,12081,FL,Florida,Manatee,Manatee County Jail,Corizon Health,private,1,1,1361,0.734753857457752,1,0,0,0.734753857457752,0,0,0,Corizon Health,private,1,1,1228,0.814332247557003,0,0,1,0.814332247557003,0,0,0,Corizon Health,private,1,2,1075,1.86046511627907,0,0,2,1.86046511627907,0,0,0,Corizon Health,private,1,1,1047,0.955109837631328,0,0,1,0.955109837631328,0,0,0,Corizon Health/Armor Correctional Health Services,private,1,3,1056,2.84090909090909,0,0,3,2.84090909090909,0,0,0,Armor Correctional Health Services,private,1,1,2891,0.345901072293324,0,0,0,0,0,0,1,Armor Correctional Health Services,private,1,4,1011,3.95647873392681,2,1,1,3.95647873392681,0,0,0,Armor Correctional Health Services,private,1,1,1020,0.980392156862745,1,0,0,0.980392156862745,0,0,0,Armor Correctional Health Services,private,1,0,1084,0,0,0,0,0,0,0,0,Armor Correctional Health Services,private,1,1,1055,0.947867298578199,0,0,1,0.947867298578199,0,0,0,Armor Correctional Health Services,private,1,0,1035,0,0,0,0,0,0,0,0,"NaphCare, Inc.",private,1,5,981,5.09683995922528,3,0,2,5.09683995922528,0,0,0
85,12083,FL,Florida,Marion,Marion County Jail,public,public,0,3,1816,1.65198237885463,1,0,2,1.65198237885463,0,0,0,public,public,0,2,1648,1.21359223300971,0,0,2,1.21359223300971,0,0,0,public,public,0,0,1681,0,0,0,0,0,0,0,0,public,public,0,3,1668,1.79856115107914,0,0,3,1.79856115107914,0,0,0,public,public,0,3,1613,1.8598884066956,2,0,1,1.8598884066956,0,0,0,public,public,0,1,1479,0.676132521974307,0,0,1,0.676132521974307,0,0,0,public,public,0,5,1375,3.63636363636364,0,0,5,3.63636363636364,0,0,0,public,public,0,1,1254,0.797448165869219,0,1,0,0.797448165869219,0,0,0,public,public,0,3,1123,2.67141585040071,0,0,3,2.67141585040071,0,0,0,public,public,0,0,1170,0,0,0,0,0,0,0,0,public,public,0,7,1362,5.13950073421439,4,0,2,4.40528634361233,0,0,1,public,public,0,1,1417,0.705716302046577,0,0,1,0.705716302046577,0,0,0
86,12086,FL,Florida,Miami-Dade,Miami-Dade Corrections Facilities,public,public,0,10,6991,1.43041052782148,0,0,9,1.28736947503934,1,0,0,public,public,0,9,6165,1.45985401459854,1,2,6,1.45985401459854,0,0,0,public,public,0,6,5744,1.04456824512535,2,1,3,1.04456824512535,0,0,0,public,public,0,7,5418,1.29198966408269,1,0,6,1.29198966408269,0,0,0,public,public,0,9,5132,1.75370226032736,1,0,7,1.55884645362432,0,1,0,public,public,0,9,4846,1.85720181593066,1,0,8,1.85720181593066,0,0,0,public,public,0,6,4653,1.28949065119278,1,0,5,1.28949065119278,0,0,0,public,public,0,7,4153,1.68552853359018,1,0,6,1.68552853359018,0,0,0,public,public,0,4,3875,1.03225806451613,0,0,4,1.03225806451613,0,0,0,public,public,0,13,3976,3.26961770623743,3,3,7,3.26961770623743,0,0,0,public,public,0,5,4308,1.16063138347261,0,1,4,1.16063138347261,0,0,0,public,public,0,8,4329,1.84800184800185,0,0,8,1.84800184800185,0,0,0
87,12095,FL,Florida,Orange,Orange County Corrections Department,public,public,0,3,4455,0.673400673400673,,,,0,,,,public,public,0,5,3836,1.30344108446298,,,,0,,,,public,public,0,4,3572,1.11982082866741,,,,0,,,,public,public,0,3,3403,0.881575080811049,,,,0,,,,public,public,0,2,3070,0.651465798045603,,,,0,,,,public,public,0,7,3070,2.28013029315961,,,,0,,,,public,public,0,4,2973,1.34544231416078,,,,0,,,,public,public,0,4,2755,1.4519056261343,,,,0,,,,public,public,0,3,2625,1.14285714285714,,,,0,,,,public,public,0,5,2497,2.00240288346015,,,,0,,,,public,public,0,7,2632,2.65957446808511,,,,0,,,,public,public,0,5,2484,2.01288244766506,,,,0,,,
